src,dst,cosine_sim
3033,20707,0.70750827
3033,22364,0.899437
3033,22460,0.7479704
3133,32443,0.7077354
3133,34785,0.7066228
3144,3150,0.99999994
3150,3144,0.99999994
3303,22460,0.7846174
3303,24983,0.74816185
3303,40027,0.7566426
3303,41703,0.7871811
3303,41787,1.0
3433,8135,0.744137
3433,14593,0.71075
3433,16295,0.7041095
3433,21302,0.7066035
3433,24382,0.75215715
3433,24572,0.74127334
3433,27354,0.7079735
3433,30999,0.79254013
3433,34016,0.7690499
3433,44966,0.77811646
3442,3676,1.0
3596,27879,0.72061783
3596,32443,0.7250605
3596,34785,0.7130807
3622,33019,0.74396217
3676,3442,1.0
3756,23,0.8579014
3756,40,0.77450424
3756,51,0.8251466
3756,2408,0.72757
3756,3833,0.70711017
3756,4102,0.89078075
3756,5712,0.75945705
3756,7574,0.71523577
3756,9235,0.75079036
3756,9397,0.76971793
3756,12137,0.88897806
3756,12485,0.8116315
3756,13203,0.7471821
3756,13683,0.81163615
3756,13701,0.85567105
3756,13703,0.8483911
3756,14080,0.7650397
3756,14280,0.73518306
3756,15227,0.87827283
3756,20297,0.8517983
3756,21117,0.8858633
3756,22049,0.86738443
3756,22597,0.8894817
3756,23095,0.87581056
3756,23141,0.8851428
3756,24785,0.7277546
3756,25026,0.7081462
3756,25070,0.7245451
3756,32746,0.87996835
3756,38008,0.8104545
3756,43205,0.7791508
3756,46161,0.892058
3767,4008,0.9688158
3801,4253,0.76506925
3833,23,0.7400131
3833,51,0.71060985
3833,3756,0.70711017
3833,4102,0.7609501
3833,12137,0.76024204
3833,13701,0.7374519
3833,13703,0.73140365
3833,14080,0.71742374
3833,15227,0.7635514
3833,20297,0.7599008
3833,21117,0.7584012
3833,22049,0.75171286
3833,22597,0.7605938
3833,23095,0.7514595
3833,23141,0.75722176
3833,32746,0.7604051
3833,46161,0.7711167
3850,3854,0.99999994
3854,3850,0.99999994
4008,3767,0.9688158
4017,9050,0.8631161
4017,10449,0.84719723
4017,10497,0.84719723
4017,13692,0.84719723
4017,16985,0.8631161
4017,19889,0.8631161
4017,20388,0.84719723
4017,26623,0.84719723
4017,33672,0.84719723
4017,44457,0.84719723
4062,620,1.0
4062,9200,1.0
4062,10968,0.7839078
4062,13716,0.72934234
4062,22364,0.7839078
4062,24683,1.0
4062,26166,0.78499275
4062,29182,0.72934234
4062,29224,1.0
4062,30106,1.0
4062,31549,1.0
4062,32520,0.78499275
4062,32634,0.78499275
4062,32883,0.78499275
4062,32948,0.78499275
4062,35425,0.80260396
4102,23,0.9477374
4102,40,0.8635664
4102,51,0.9078605
4102,2408,0.80635756
4102,3756,0.89078075
4102,3833,0.7609501
4102,5712,0.72248036
4102,7476,0.70624703
4102,7574,0.7792424
4102,9235,0.7574856
4102,12137,0.98964494
4102,12485,0.8950304
4102,13203,0.8118366
4102,13683,0.85778946
4102,13701,0.9453837
4102,13703,0.93831193
4102,14080,0.7931334
4102,14280,0.7034447
4102,14986,0.7064921
4102,15227,0.970744
4102,19400,0.7033921
4102,20297,0.92336506
4102,21117,0.9836208
4102,22049,0.94722277
4102,22597,0.9876384
4102,23095,0.9692694
4102,23141,0.9839251
4102,24785,0.7595912
4102,25026,0.7768431
4102,25070,0.7889896
4102,26306,0.7358535
4102,32746,0.9792173
4102,36131,0.7044741
4102,36778,0.72136843
4102,38008,0.8785475
4102,40667,0.7295583
4102,43205,0.78266144
4102,44806,0.74296415
4102,46161,0.9895642
4102,46192,0.71816504
4253,3801,0.76506925
4267,6303,0.7164563
4267,12429,0.91987693
4267,15977,0.85311687
4267,19751,0.8964622
4267,25564,0.7438238
4267,35092,0.70280063
4267,43065,0.7559563
4423,20954,0.7754688
4423,27879,0.88270134
4423,32443,0.89454097
4423,34785,0.8718124
4423,36112,0.7170047
4423,37403,0.70983976
4423,40032,0.73581284
4423,40132,0.8132544
4423,45875,0.75440377
4745,250,0.80586034
4745,7519,0.8993045
4745,9288,0.70608526
4745,18148,0.82833153
4745,18686,0.9110156
4745,22717,0.81730986
4745,27690,0.8701857
4745,29028,0.9245974
4745,32007,0.90915376
4745,40723,0.7174724
4745,41173,0.7143332
4745,44803,0.88685024
4874,4904,0.7202799
4874,4972,0.74670225
4882,13705,0.71611136
4882,20400,0.71611136
4882,20445,0.71611136
4882,26308,0.71611136
4882,26701,0.72930276
4882,44312,0.79247224
4897,10165,0.7006935
4897,17804,0.7006935
4904,4874,0.7202799
4904,4972,0.71565
4904,5021,0.7076009
4904,26607,0.7082415
4972,4874,0.74670225
4972,4904,0.71565
5021,4904,0.7076009
5058,21200,1.0
5073,5090,1.0
5073,5103,1.0
5073,5112,1.0
5074,5080,1.0
5076,5081,0.99999994
5076,5083,0.99999994
5076,5085,0.99999994
5076,5099,0.99999994
5076,5118,0.99999994
5077,5078,0.99999994
5078,5077,0.99999994
5079,5101,0.91873497
5079,5102,1.0
5080,5074,1.0
5081,5076,0.99999994
5081,5083,0.99999994
5081,5085,0.99999994
5081,5099,0.99999994
5081,5118,0.99999994
5082,5104,0.8065131
5083,5076,0.99999994
5083,5081,0.99999994
5083,5085,0.99999994
5083,5099,0.99999994
5083,5118,0.99999994
5084,2973,0.7538391
5084,5110,0.84638536
5084,7440,0.7262905
5084,11097,0.9361343
5084,11569,0.7729279
5084,12159,0.83337307
5084,19140,0.73165965
5084,24479,0.93496346
5084,25569,0.70578
5084,25849,0.70578
5084,29570,0.73342776
5084,29716,0.75557953
5084,29724,0.775322
5085,5076,0.99999994
5085,5081,0.99999994
5085,5083,0.99999994
5085,5099,0.99999994
5085,5118,0.99999994
5086,5109,0.9843049
5090,5073,1.0
5090,5103,1.0
5090,5112,1.0
5091,5111,0.952347
5099,5076,0.99999994
5099,5081,0.99999994
5099,5083,0.99999994
5099,5085,0.99999994
5099,5118,0.99999994
5101,5079,0.91873497
5101,5102,0.91873497
5102,5079,1.0
5102,5101,0.91873497
5103,5073,1.0
5103,5090,1.0
5103,5112,1.0
5104,5082,0.8065131
5109,5086,0.9843049
5110,5084,0.84638536
5110,11097,0.790358
5110,12159,0.7035989
5110,24479,0.7893696
5111,5091,0.952347
5112,5073,1.0
5112,5090,1.0
5112,5103,1.0
5113,5115,1.0
5115,5113,1.0
5118,5076,0.99999994
5118,5081,0.99999994
5118,5083,0.99999994
5118,5085,0.99999994
5118,5099,0.99999994
5127,5309,0.77247185
5127,9618,0.7263512
5127,13680,0.7381864
5127,24976,0.85430557
5195,20670,0.7430609
5309,5127,0.77247185
5309,17415,0.7616111
5309,20280,0.7616111
5309,20293,0.8060567
5309,24935,0.7616111
5309,24976,0.70217365
5309,25219,0.7616111
5309,26924,0.7304852
5309,32297,0.7616111
5309,32659,0.7616111
5514,5588,0.7325983
5514,5658,0.70011586
5547,5783,0.7075381
5588,5514,0.7325983
5588,5658,0.70645404
5593,5824,0.72481656
5604,42007,1.0
5627,5727,0.7049018
5658,5514,0.70011586
5658,5588,0.70645404
5712,3756,0.75945705
5712,4102,0.72248036
5712,12137,0.7173112
5712,15227,0.7076471
5712,21117,0.7183094
5712,22049,0.70594937
5712,22597,0.7196731
5712,23095,0.70642674
5712,23141,0.7240411
5712,32746,0.7151495
5712,46161,0.71854246
5727,5627,0.7049018
5774,25146,0.70991623
5783,5547,0.7075381
5824,5593,0.72481656
5855,27857,0.84903157
5898,1468,1.0
5898,24530,0.8480308
5898,43092,0.8022454
5905,6159,0.72800463
6159,5905,0.72800463
6204,6306,0.99660045
6303,4267,0.7164563
6303,12429,0.707498
6303,19751,0.71109676
6306,6204,0.99660045
6323,24737,0.70692086
6323,29569,0.7219023
6790,6892,0.7267104
6856,26053,0.72893417
6856,26204,0.8797777
6892,6790,0.7267104
6897,7210,0.7343212
6902,7695,0.74359375
6902,24722,1.0
6902,26301,0.7453699
6902,27491,1.0
6902,32662,1.0
6902,32732,1.0
6902,33497,0.8558043
6902,43595,0.8946415
7106,10165,0.77214044
7106,17804,0.77214044
7106,43702,0.7863451
7129,26269,0.74561036
7147,40027,0.7249459
7177,34226,0.7148259
7210,6897,0.7343212
7299,34109,0.7192663
7440,5084,0.7262905
7440,11097,0.7511533
7440,24479,0.76392645
7446,37625,0.76316106
7449,42418,0.71828645
7459,21146,0.8114296
7459,27558,0.8114296
7459,43571,0.8114296
7472,7647,1.0
7476,4102,0.70624703
7476,12137,0.70378226
7476,20297,0.710251
7476,21117,0.70763063
7476,22597,0.7052171
7476,23141,0.70451176
7476,46161,0.70754504
7519,250,0.81805193
7519,4745,0.8993045
7519,9288,0.72469497
7519,18148,0.8481821
7519,18686,0.92890924
7519,22717,0.8330473
7519,27690,0.8905289
7519,29028,0.94523734
7519,32007,0.92768
7519,40723,0.7215177
7519,41173,0.71782327
7519,44803,0.90095174
7574,23,0.75092214
7574,51,0.71576345
7574,3756,0.71523577
7574,4102,0.7792424
7574,12137,0.78075236
7574,12485,0.70840645
7574,13683,0.7212939
7574,13701,0.7475069
7574,13703,0.7438267
7574,15227,0.76729655
7574,20297,0.76545596
7574,21117,0.7766974
7574,22049,0.7588657
7574,22597,0.77810603
7574,23095,0.7662245
7574,23141,0.7743841
7574,32746,0.77301323
7574,38008,0.72830284
7574,46161,0.78025407
7622,9794,0.99999994
7622,9905,0.99999994
7622,9942,0.99999994
7622,16020,0.8597197
7622,24727,0.99999994
7622,25095,0.7821248
7622,29484,0.99999994
7622,33584,0.73791873
7622,41553,0.7467366
7647,7472,1.0
7695,6902,0.74359375
7695,24722,0.74359375
7695,27491,0.74359375
7695,32662,0.74359375
7695,32732,0.74359375
7814,7815,1.0
7815,7814,1.0
7825,32722,0.7210855
7825,33208,0.7437823
7884,22142,0.8035292
7916,20089,0.87075716
7916,34470,0.86034036
7916,38870,0.7329934
8073,8255,1.0
8116,175,0.7779607
8116,18998,0.7081293
8116,20437,1.0
8116,26274,1.0
8116,32749,0.90930355
8129,26592,0.723515
8135,1104,0.85555136
8135,3433,0.744137
8135,14593,0.9096011
8135,15884,0.7861435
8135,16295,0.8570757
8135,19691,0.8155698
8135,20015,0.86348593
8135,20093,0.84526205
8135,21302,0.8840883
8135,21404,0.7213912
8135,23703,0.7082126
8135,24382,0.8491684
8135,24572,0.955132
8135,27354,0.88942456
8135,30999,0.9637553
8135,32965,0.79685044
8135,34016,0.87730956
8135,37497,0.7168387
8135,44966,0.93953234
8173,613,0.73609924
8173,1855,0.847131
8173,24280,0.80973434
8173,25786,0.81998175
8173,33070,0.81998175
8173,33084,0.7652706
8173,34305,0.81998175
8253,8263,0.81477517
8255,8073,1.0
8263,8253,0.81477517
8314,19868,0.81360763
8314,20362,0.76337636
8314,20375,1.0
8373,26216,0.70423317
8693,8806,1.0
8698,29724,0.70781237
8775,40723,0.70426285
8806,8693,1.0
9050,4017,0.8631161
9050,10449,0.9409657
9050,10497,0.9409657
9050,13692,0.9409657
9050,16985,1.0000001
9050,19871,0.7718223
9050,19889,1.0000001
9050,20388,0.9409657
9050,25912,0.7718223
9050,26623,0.9409657
9050,32470,0.76355994
9050,33672,0.9409657
9050,35949,0.7718223
9050,44457,0.9409657
9090,41013,0.7203601
9092,32443,0.70524055
9092,34785,0.71687955
9200,620,1.0
9200,4062,1.0
9200,10968,0.7839078
9200,13716,0.72934234
9200,22364,0.7839078
9200,24683,1.0
9200,26166,0.78499275
9200,29182,0.72934234
9200,29224,1.0
9200,30106,1.0
9200,31549,1.0
9200,32520,0.78499275
9200,32634,0.78499275
9200,32883,0.78499275
9200,32948,0.78499275
9200,35425,0.80260396
9235,23,0.7340232
9235,51,0.7078109
9235,3756,0.75079036
9235,4102,0.7574856
9235,12137,0.76696295
9235,12485,0.70052683
9235,13683,0.7362158
9235,13701,0.73160315
9235,13703,0.7289679
9235,15227,0.7480419
9235,20297,0.7618039
9235,21117,0.7578039
9235,22049,0.7765992
9235,22597,0.7565069
9235,23095,0.7492918
9235,23141,0.755762
9235,32746,0.7544493
9235,38008,0.7256163
9235,46161,0.7601957
9288,4745,0.70608526
9288,7519,0.72469497
9288,18148,0.70729196
9288,22717,0.7050906
9288,29028,0.7134604
9288,32007,0.70649403
9288,44803,0.70833844
9313,19885,0.7348174
9397,3756,0.76971793
9397,14080,0.708599
9589,9593,1.0
9593,9589,1.0
9596,9597,1.0000001
9596,9598,1.0000001
9597,9596,1.0000001
9597,9598,1.0000001
9598,9596,1.0000001
9598,9597,1.0000001
9618,3033,0.73431474
9618,5127,0.7263512
9618,10968,0.7274189
9618,15200,0.9059704
9618,20707,0.7466911
9618,22364,0.7274189
9618,22460,0.7756007
9618,24534,0.87277496
9618,31759,0.8552303
9618,39431,0.7300145
9711,9734,1.0
9711,9740,1.0
9711,9746,1.0
9711,9748,1.0
9711,9886,1.0
9715,24607,0.83757174
9728,14041,0.8463821
9734,9711,1.0
9734,9740,1.0
9734,9746,1.0
9734,9748,1.0
9734,9886,1.0
9735,9750,1.0
9735,9888,1.0
9735,9895,0.7040888
9735,10648,1.0
9736,9738,0.8334735
9736,9741,0.8334735
9736,9747,0.8334735
9736,9754,0.8334735
9736,9755,0.8334735
9736,9756,0.8032569
9736,9757,0.8334735
9736,9772,0.8334735
9736,10103,0.80441546
9738,9736,0.8334735
9738,9741,1.0
9738,9747,1.0
9738,9754,1.0
9738,9755,1.0
9738,9756,0.71036905
9738,9757,1.0
9738,9772,1.0
9738,10103,0.7161505
9740,9711,1.0
9740,9734,1.0
9740,9746,1.0
9740,9748,1.0
9740,9886,1.0
9741,9736,0.8334735
9741,9738,1.0
9741,9747,1.0
9741,9754,1.0
9741,9755,1.0
9741,9756,0.71036905
9741,9757,1.0
9741,9772,1.0
9741,10103,0.7161505
9742,9758,1.0
9742,9761,1.0
9742,9762,1.0
9742,9764,1.0
9742,9767,1.0
9742,9768,1.0
9742,9769,1.0
9742,9770,1.0
9742,9910,1.0
9742,9911,1.0
9742,10115,1.0
9746,9711,1.0
9746,9734,1.0
9746,9740,1.0
9746,9748,1.0
9746,9886,1.0
9747,9736,0.8334735
9747,9738,1.0
9747,9741,1.0
9747,9754,1.0
9747,9755,1.0
9747,9756,0.71036905
9747,9757,1.0
9747,9772,1.0
9747,10103,0.7161505
9748,9711,1.0
9748,9734,1.0
9748,9740,1.0
9748,9746,1.0
9748,9886,1.0
9750,9735,1.0
9750,9888,1.0
9750,9895,0.7040888
9750,10648,1.0
9752,9763,0.99999994
9752,9775,0.99999994
9752,10066,0.99999994
9753,9881,0.99999994
9753,9891,0.99999994
9753,9901,0.99999994
9753,9902,0.99999994
9754,9736,0.8334735
9754,9738,1.0
9754,9741,1.0
9754,9747,1.0
9754,9755,1.0
9754,9756,0.71036905
9754,9757,1.0
9754,9772,1.0
9754,10103,0.7161505
9755,9736,0.8334735
9755,9738,1.0
9755,9741,1.0
9755,9747,1.0
9755,9754,1.0
9755,9756,0.71036905
9755,9757,1.0
9755,9772,1.0
9755,10103,0.7161505
9756,9736,0.8032569
9756,9738,0.71036905
9756,9741,0.71036905
9756,9747,0.71036905
9756,9754,0.71036905
9756,9755,0.71036905
9756,9757,0.71036905
9756,9772,0.71036905
9756,10103,0.9963626
9757,9736,0.8334735
9757,9738,1.0
9757,9741,1.0
9757,9747,1.0
9757,9754,1.0
9757,9755,1.0
9757,9756,0.71036905
9757,9772,1.0
9757,10103,0.7161505
9758,9742,1.0
9758,9761,1.0
9758,9762,1.0
9758,9764,1.0
9758,9767,1.0
9758,9768,1.0
9758,9769,1.0
9758,9770,1.0
9758,9910,1.0
9758,9911,1.0
9758,10115,1.0
9761,9742,1.0
9761,9758,1.0
9761,9762,1.0
9761,9764,1.0
9761,9767,1.0
9761,9768,1.0
9761,9769,1.0
9761,9770,1.0
9761,9910,1.0
9761,9911,1.0
9761,10115,1.0
9762,9742,1.0
9762,9758,1.0
9762,9761,1.0
9762,9764,1.0
9762,9767,1.0
9762,9768,1.0
9762,9769,1.0
9762,9770,1.0
9762,9910,1.0
9762,9911,1.0
9762,10115,1.0
9763,9752,0.99999994
9763,9775,0.99999994
9763,10066,0.99999994
9764,9742,1.0
9764,9758,1.0
9764,9761,1.0
9764,9762,1.0
9764,9767,1.0
9764,9768,1.0
9764,9769,1.0
9764,9770,1.0
9764,9910,1.0
9764,9911,1.0
9764,10115,1.0
9765,9898,1.0
9767,9742,1.0
9767,9758,1.0
9767,9761,1.0
9767,9762,1.0
9767,9764,1.0
9767,9768,1.0
9767,9769,1.0
9767,9770,1.0
9767,9910,1.0
9767,9911,1.0
9767,10115,1.0
9768,9742,1.0
9768,9758,1.0
9768,9761,1.0
9768,9762,1.0
9768,9764,1.0
9768,9767,1.0
9768,9769,1.0
9768,9770,1.0
9768,9910,1.0
9768,9911,1.0
9768,10115,1.0
9769,9742,1.0
9769,9758,1.0
9769,9761,1.0
9769,9762,1.0
9769,9764,1.0
9769,9767,1.0
9769,9768,1.0
9769,9770,1.0
9769,9910,1.0
9769,9911,1.0
9769,10115,1.0
9770,9742,1.0
9770,9758,1.0
9770,9761,1.0
9770,9762,1.0
9770,9764,1.0
9770,9767,1.0
9770,9768,1.0
9770,9769,1.0
9770,9910,1.0
9770,9911,1.0
9770,10115,1.0
9772,9736,0.8334735
9772,9738,1.0
9772,9741,1.0
9772,9747,1.0
9772,9754,1.0
9772,9755,1.0
9772,9756,0.71036905
9772,9757,1.0
9772,10103,0.7161505
9775,9752,0.99999994
9775,9763,0.99999994
9775,10066,0.99999994
9794,7622,0.99999994
9794,9905,0.99999994
9794,9942,0.99999994
9794,16020,0.8597197
9794,24727,0.99999994
9794,25095,0.7821248
9794,29484,0.99999994
9794,33584,0.73791873
9794,41553,0.7467366
9810,10747,0.7055061
9815,26166,0.73466367
9815,32520,0.73466367
9815,32634,0.73466367
9815,32883,0.73466367
9815,32948,0.73466367
9826,10154,0.70686114
9826,10667,0.88005793
9835,20374,0.73435706
9835,32458,0.73435706
9835,32700,0.73435706
9835,34189,0.73435706
9843,27739,0.7657246
9856,9859,0.74377453
9856,10036,0.7559239
9856,36418,0.85849875
9856,36865,0.7506657
9859,9856,0.74377453
9859,9869,0.7479855
9866,10039,0.8001097
9869,9859,0.7479855
9873,27514,1.0
9881,9753,0.99999994
9881,9891,0.99999994
9881,9901,0.99999994
9881,9902,0.99999994
9886,9711,1.0
9886,9734,1.0
9886,9740,1.0
9886,9746,1.0
9886,9748,1.0
9888,9735,1.0
9888,9750,1.0
9888,9895,0.7040888
9888,10648,1.0
9891,9753,0.99999994
9891,9881,0.99999994
9891,9901,0.99999994
9891,9902,0.99999994
9895,9735,0.7040888
9895,9750,0.7040888
9895,9888,0.7040888
9895,10648,0.7040888
9898,9765,1.0
9900,9903,0.99999994
9901,9753,0.99999994
9901,9881,0.99999994
9901,9891,0.99999994
9901,9902,0.99999994
9902,9753,0.99999994
9902,9881,0.99999994
9902,9891,0.99999994
9902,9901,0.99999994
9903,9900,0.99999994
9905,7622,0.99999994
9905,9794,0.99999994
9905,9942,0.99999994
9905,16020,0.8597197
9905,24727,0.99999994
9905,25095,0.7821248
9905,29484,0.99999994
9905,33584,0.73791873
9905,41553,0.7467366
9910,9742,1.0
9910,9758,1.0
9910,9761,1.0
9910,9762,1.0
9910,9764,1.0
9910,9767,1.0
9910,9768,1.0
9910,9769,1.0
9910,9770,1.0
9910,9911,1.0
9910,10115,1.0
9911,9742,1.0
9911,9758,1.0
9911,9761,1.0
9911,9762,1.0
9911,9764,1.0
9911,9767,1.0
9911,9768,1.0
9911,9769,1.0
9911,9770,1.0
9911,9910,1.0
9911,10115,1.0
9916,9971,0.8241458
9942,7622,0.99999994
9942,9794,0.99999994
9942,9905,0.99999994
9942,16020,0.8597197
9942,24727,0.99999994
9942,25095,0.7821248
9942,29484,0.99999994
9942,33584,0.73791873
9942,41553,0.7467366
9953,20752,0.76074064
9953,27728,0.8177291
9953,33473,0.784718
9959,40027,0.71460056
9971,9916,0.8241458
9971,27549,0.75398326
9994,10392,1.0
10026,29212,0.7588873
10026,29213,0.7588873
10036,9856,0.7559239
10039,9866,0.8001097
10039,40858,0.73739505
10058,10598,0.7298269
10058,33513,1.0
10061,10667,0.72390276
10066,9752,0.99999994
10066,9763,0.99999994
10066,9775,0.99999994
10103,9736,0.80441546
10103,9738,0.7161505
10103,9741,0.7161505
10103,9747,0.7161505
10103,9754,0.7161505
10103,9755,0.7161505
10103,9756,0.9963626
10103,9757,0.7161505
10103,9772,0.7161505
10115,9742,1.0
10115,9758,1.0
10115,9761,1.0
10115,9762,1.0
10115,9764,1.0
10115,9767,1.0
10115,9768,1.0
10115,9769,1.0
10115,9770,1.0
10115,9910,1.0
10115,9911,1.0
10154,9826,0.70686114
10154,10667,0.80924475
10165,4897,0.7006935
10165,7106,0.77214044
10165,17804,1.0
10165,27504,0.83078945
10165,28522,0.70703614
10165,29274,0.7490956
10165,43702,0.7536809
10169,20358,0.90323704
10169,26269,0.72745776
10169,27240,0.99999994
10169,29231,0.99999994
10169,32906,0.99999994
10169,39672,0.99999994
10169,44528,0.72378516
10231,582,0.7737387
10231,10467,0.76732314
10231,15196,0.7737387
10231,16824,0.7737387
10231,19884,0.7737387
10231,25586,0.76732314
10231,33634,0.76454186
10231,44014,1.0
10392,9994,1.0
10449,4017,0.84719723
10449,9050,0.9409657
10449,10497,0.99999994
10449,13692,0.99999994
10449,16985,0.9409657
10449,19871,0.7544038
10449,19889,0.9409657
10449,20388,0.99999994
10449,25912,0.7544038
10449,26623,0.99999994
10449,32470,0.746328
10449,33672,0.99999994
10449,35949,0.7544038
